"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"1828";"MG";3140852;"Matias Cardoso";46896
"1829";"MG";3140902;"Matipó";76019
"1830";"MG";3141009;"Mato Verde";58996
"1831";"MG";3141108;"Matozinhos";73206
"1832";"MG";3141207;"Matutina";75038
"1833";"MG";3141306;"Medeiros";79501
"1834";"MG";3141405;"Medina";4799
"1835";"MG";3141504;"Mendes Pimentel";5613
"1836";"MG";3141603;"Mercês";65731
"1837";"MG";3141702;"Mesquita";58966
"1838";"MG";3141801;"Minas Novas";49739
"1839";"MG";3141900;"Minduri";70924
"1840";"MG";3142007;"Mirabela";64089
"1841";"MG";3142106;"Miradouro";57735
"1842";"MG";3142205;"Miraí";69577
"1843";"MG";3142254;"Miravânia";35165
"1844";"MG";3142304;"Moeda";65222
"1845";"MG";3142403;"Moema";80579
"1846";"MG";3142502;"Monjolos";61776
"1847";"MG";3142601;"Monsenhor Paulo";79146
"1848";"MG";3142700;"Montalvânia";45746
"1849";"MG";3142809;"Monte Alegre de Minas";71827
"1850";"MG";3142908;"Monte Azul";56846
"1851";"MG";3143005;"Monte Belo";71304
"1852";"MG";3143104;"Monte Carmelo";81642
"1853";"MG";3143153;"Monte Formoso";46195
"1854";"MG";3143203;"Monte Santo de Minas";69105
"1855";"MG";3143302;"Montes Claros";71299
"1856";"MG";3143401;"Monte Sião";79188
"1857";"MG";3143450;"Montezuma";52947
"1858";"MG";3143500;"Morada Nova de Minas";66851
"1859";"MG";3143609;"Morro da Garça";69164
"1860";"MG";3143708;"Morro do Pilar";61987
"1861";"MG";3143807;"Munhoz";74453
"1862";"MG";3143906;"Muriaé";69479
"1863";"MG";3144003;"Mutum";67132
"1864";"MG";3144102;"Muzambinho";76909
"1865";"MG";3144201;"Nacip Raydan";53245
"1866";"MG";3144300;"Nanuque";63146
"1867";"MG";3144359;"Naque";64068
"1868";"MG";3144375;"Natalândia";67762
"1869";"MG";3144409;"Natércia";71525
"1870";"MG";3144508;"Nazareno";70968
"1871";"MG";3144607;"Nepomuceno";7483
"1872";"MG";3144656;"Ninheira";56797
"1873";"MG";3144672;"Nova Belém";61045
"1874";"MG";3144706;"Nova Era";63547
"1875";"MG";3144805;"Nova Lima";64295
"1876";"MG";3144904;"Nova Módica";58173
"1877";"MG";3145000;"Nova Ponte";7799
"1878";"MG";3145059;"Nova Porteirinha";71778
"1879";"MG";3145109;"Nova Resende";75761
"1880";"MG";3145208;"Nova Serrana";81361
"1881";"MG";3145307;"Novo Cruzeiro";54202
"1882";"MG";3145356;"Novo Oriente de Minas";54716
"1883";"MG";3145372;"Novorizonte";60374
"1884";"MG";3145406;"Olaria";65383
"1885";"MG";3145455;"Olhos-d'Água";60468
"1886";"MG";3145505;"Olímpio Noronha";72321
"1887";"MG";3145604;"Oliveira";72434
"1888";"MG";3145703;"Oliveira Fortes";67742
"1889";"MG";3145802;"Onça de Pitangui";73528
"1890";"MG";3145851;"Oratórios";6451
"1891";"MG";3145877;"Orizânia";67244
"1892";"MG";3145901;"Ouro Branco";71388
"1893";"MG";3146008;"Ouro Fino";74156
"1894";"MG";3146107;"Ouro Preto";66553
"1895";"MG";3146206;"Ouro Verde de Minas";61737
"1896";"MG";3146255;"Padre Carvalho";43946
"1897";"MG";3146305;"Padre Paraíso";45884
"1898";"MG";3146404;"Paineiras";70611
"1899";"MG";3146503;"Pains";71716
"1900";"MG";3146552;"Pai Pedro";53462
"1901";"MG";3146602;"Paiva";64816
"1902";"MG";3146701;"Palma";65584
"1903";"MG";3146750;"Palmópolis";52774
"1904";"MG";3146909;"Papagaios";77384
"1905";"MG";3147006;"Paracatu";73827
"1906";"MG";3147105;"Pará de Minas";71303
"1907";"MG";3147204;"Paraguaçu";76141
"1908";"MG";3147303;"Paraisópolis";73162
"1909";"MG";3147402;"Paraopeba";6944
"1910";"MG";3147501;"Passabém";56296
"1911";"MG";3147600;"Passa Quatro";73383
"1912";"MG";3147709;"Passa Tempo";67144
"1913";"MG";3147808;"Passa-Vinte";66844
"1914";"MG";3147907;"Passos";71364
"1915";"MG";3147956;"Patis";41239
"1916";"MG";3148004;"Patos de Minas";73918
"1917";"MG";3148103;"Patrocínio";75339
"1918";"MG";3148202;"Patrocínio do Muriaé";62887
"1919";"MG";3148301;"Paula Cândido";68481
"1920";"MG";3148400;"Paulistas";50269
"1921";"MG";3148509;"Pavão";59767
"1922";"MG";3148608;"Peçanha";53795
"1923";"MG";3148707;"Pedra Azul";65286
"1924";"MG";3148756;"Pedra Bonita";53482
"1925";"MG";3148806;"Pedra do Anta";53854
"1926";"MG";3148905;"Pedra do Indaiá";67554
"1927";"MG";3149002;"Pedra Dourada";70406
"1928";"MG";3149101;"Pedralva";63308
"1929";"MG";3149150;"Pedras de Maria da Cruz";52688
"1930";"MG";3149200;"Pedrinópolis";75427
"1931";"MG";3149309;"Pedro Leopoldo";6943
"1932";"MG";3149408;"Pedro Teixeira";64988
"1933";"MG";3149507;"Pequeri";69635
"1934";"MG";3149606;"Pequi";67626
"1935";"MG";3149705;"Perdigão";74234
"1936";"MG";3149804;"Perdizes";79139
"1937";"MG";3149903;"Perdões";73824
"1938";"MG";3149952;"Periquito";51136
"1939";"MG";3150000;"Pescador";62353
"1940";"MG";3150109;"Piau";69003
"1941";"MG";3150158;"Piedade de Caratinga";66018
"1942";"MG";3150208;"Piedade de Ponte Nova";66318
"1943";"MG";3150307;"Piedade do Rio Grande";65094
"1944";"MG";3150406;"Piedade dos Gerais";6232
"1945";"MG";3150505;"Pimenta";78542
"1946";"MG";3150539;"Pingo-d'Água";62435
"1947";"MG";3150570;"Pintópolis";46849
"1948";"MG";3150604;"Piracema";67873
"1949";"MG";3150703;"Pirajuba";76929
"1950";"MG";3150802;"Piranga";41297
"1951";"MG";3150901;"Piranguçu";73576
"1952";"MG";3151008;"Piranguinho";7391
"1953";"MG";3151107;"Pirapetinga";72441
"1954";"MG";3151206;"Pirapora";67928
"1955";"MG";3151305;"Piraúba";7114
"1956";"MG";3151404;"Pitangui";68847
"1957";"MG";3151503;"Piumhi";74062
"1958";"MG";3151602;"Planura";76037
"1959";"MG";3151701;"Poço Fundo";81534
"1960";"MG";3151800;"Poços de Caldas";73229
"1961";"MG";3151909;"Pocrane";6174
"1962";"MG";3152006;"Pompéu";74753
"1963";"MG";3152105;"Ponte Nova";6562
"1964";"MG";3152131;"Ponto Chique";50377
"1965";"MG";3152170;"Ponto dos Volantes";50571
"1966";"MG";3152204;"Porteirinha";5504
"1967";"MG";3152303;"Porto Firme";62022
"1968";"MG";3152402;"Poté";62279
"1969";"MG";3152501;"Pouso Alegre";72681
"1970";"MG";3152600;"Pouso Alto";7266
"1971";"MG";3152709;"Prados";65858
"1972";"MG";3152808;"Prata";75824
"1973";"MG";3152907;"Pratápolis";73836
"1974";"MG";3153004;"Pratinha";72934
"1975";"MG";3153103;"Presidente Bernardes";561
"1976";"MG";3153202;"Presidente Juscelino";59437
"1977";"MG";3153301;"Presidente Kubitschek";53497
"1978";"MG";3153400;"Presidente Olegário";69645
"1979";"MG";3153509;"Alto Jequitibá";7289
"1980";"MG";3153608;"Prudente de Morais";67221
"1981";"MG";3153707;"Quartel Geral";67827
"1982";"MG";3153806;"Queluzito";62103
"1983";"MG";3153905;"Raposos";61034
"1984";"MG";3154002;"Raul Soares";57722
"1985";"MG";3154101;"Recreio";6549
"1986";"MG";3154150;"Reduto";72633
"1987";"MG";3154200;"Resende Costa";64162
"1988";"MG";3154309;"Resplendor";61613
"1989";"MG";3154408;"Ressaquinha";64365
"1990";"MG";3154457;"Riachinho";59402
"1991";"MG";3154507;"Riacho dos Machados";51411
"1992";"MG";3154606;"Ribeirão das Neves";73312
"1993";"MG";3154705;"Ribeirão Vermelho";65302
"1994";"MG";3154804;"Rio Acima";64547
"1995";"MG";3154903;"Rio Casca";62963
"1996";"MG";3155009;"Rio Doce";63217
"1997";"MG";3155108;"Rio do Prado";51402
"1998";"MG";3155207;"Rio Espera";63694
"1999";"MG";3155306;"Rio Manso";669
"2000";"MG";3155405;"Rio Novo";66593
"2001";"MG";3155504;"Rio Paranaíba";73755
"2002";"MG";3155603;"Rio Pardo de Minas";6976
"2003";"MG";3155702;"Rio Piracicaba";61647
"2004";"MG";3155801;"Rio Pomba";65758
"2005";"MG";3155900;"Rio Preto";66054
"2006";"MG";3156007;"Rio Vermelho";71058
"2007";"MG";3156106;"Ritápolis";65825
"2008";"MG";3156205;"Rochedo de Minas";67052
"2009";"MG";3156304;"Rodeiro";71017
"2010";"MG";3156403;"Romaria";78131
"2011";"MG";3156452;"Rosário da Limeira";66983
"2012";"MG";3156502;"Rubelita";40623
"2013";"MG";3156601;"Rubim";55356
"2014";"MG";3156700;"Sabará";67038
"2015";"MG";3156809;"Sabinópolis";59623
"2016";"MG";3156908;"Sacramento";76244
"2017";"MG";3157005;"Salinas";65175
"2018";"MG";3157104;"Salto da Divisa";60827
"2019";"MG";3157203;"Santa Bárbara";61362
"2020";"MG";3157252;"Santa Bárbara do Leste";70751
"2021";"MG";3157278;"Santa Bárbara do Monte Verde";64163
"2022";"MG";3157302;"Santa Bárbara do Tugúrio";66209
"2023";"MG";3157336;"Santa Cruz de Minas";68842
"2024";"MG";3157377;"Santa Cruz de Salinas";36943
"2025";"MG";3157401;"Santa Cruz do Escalvado";5243
"2026";"MG";3157500;"Santa Efigênia de Minas";60738
"2027";"MG";3157609;"Santa Fé de Minas";59581
"2028";"MG";3157658;"Santa Helena de Minas";60543
"2029";"MG";3157708;"Santa Juliana";76707
"2030";"MG";3157807;"Santa Luzia";7059
"2031";"MG";3157906;"Santa Margarida";68849
"2032";"MG";3158003;"Santa Maria de Itabira";58026
"2033";"MG";3158102;"Santa Maria do Salto";53001
"2034";"MG";3158201;"Santa Maria do Suaçuí";66808
"2035";"MG";3158300;"Santana da Vargem";75559
"2036";"MG";3158409;"Santana de Cataguases";66924
"2037";"MG";3158508;"Santana de Pirapama";61027
"2038";"MG";3158607;"Santana do Deserto";6766
"2039";"MG";3158706;"Santana do Garambéu";64677
"2040";"MG";3158805;"Santana do Jacaré";73684
"2041";"MG";3158904;"Santana do Manhuaçu";71215
"2042";"MG";3158953;"Santana do Paraíso";66008
"2043";"MG";3159001;"Santana do Riacho";52081
"2044";"MG";3159100;"Santana dos Montes";567
"2045";"MG";3159209;"Santa Rita de Caldas";75615
"2046";"MG";3159308;"Santa Rita de Jacutinga";66353
"2047";"MG";3159357;"Santa Rita de Minas";67418
"2048";"MG";3159407;"Santa Rita de Ibitipoca";65212
"2049";"MG";3159506;"Santa Rita do Itueto";70087
"2050";"MG";3159605;"Santa Rita do Sapucaí";72446
"2051";"MG";3159704;"Santa Rosa da Serra";73427
"2052";"MG";3159803;"Santa Vitória";74552
"2053";"MG";3159902;"Santo Antônio do Amparo";77007
"2054";"MG";3160009;"Santo Antônio do Aventureiro";69611
"2055";"MG";3160108;"Santo Antônio do Grama";64244
"2056";"MG";3160207;"Santo Antônio do Itambé";68341
"2057";"MG";3160306;"Santo Antônio do Jacinto";46042
"2058";"MG";3160405;"Santo Antônio do Monte";79897
"2059";"MG";3160454;"Santo Antônio do Retiro";46223
"2060";"MG";3160504;"Santo Antônio do Rio Abaixo";6313
"2061";"MG";3160603;"Santo Hipólito";58795
"2062";"MG";3160702;"Santos Dumont";59157
"2063";"MG";3160801;"São Bento Abade";7816
"2064";"MG";3160900;"São Brás do Suaçuí";57932
"2065";"MG";3160959;"São Domingos das Dores";65784
"2066";"MG";3161007;"São Domingos do Prata";5876
"2067";"MG";3161056;"São Félix de Minas";53412
"2068";"MG";3161106;"São Francisco";54834
"2069";"MG";3161205;"São Francisco de Paula";71202
"2070";"MG";3161304;"São Francisco de Sales";75687
"2071";"MG";3161403;"São Francisco do Glória";6489
"2072";"MG";3161502;"São Geraldo";62236
"2073";"MG";3161601;"São Geraldo da Piedade";5686
"2074";"MG";3161650;"São Geraldo do Baixio";6488
"2075";"MG";3161700;"São Gonçalo do Abaeté";70569
"2076";"MG";3161809;"São Gonçalo do Pará";67518
"2077";"MG";3161908;"São Gonçalo do Rio Abaixo";64406
"2078";"MG";3162005;"São Gonçalo do Sapucaí";66957
"2079";"MG";3162104;"São Gotardo";81393
"2080";"MG";3162203;"São João Batista do Glória";76807
"2081";"MG";3162252;"São João da Lagoa";56848
"2082";"MG";3162302;"São João da Mata";74152
"2083";"MG";3162401;"São João da Ponte";58994
"2084";"MG";3162450;"São João das Missões";42043
"2085";"MG";3162500;"São João del Rei";65866
"2086";"MG";3162559;"São João do Manhuaçu";68861
"2087";"MG";3162575;"São João do Manteninha";5887
"2088";"MG";3162609;"São João do Oriente";615
"2089";"MG";3162658;"São João do Pacuí";59061
"2090";"MG";3162708;"São João do Paraíso";55484
"2091";"MG";3162807;"São João Evangelista";63867
"2092";"MG";3162906;"São João Nepomuceno";69902
"2093";"MG";3162922;"São Joaquim de Bicas";72032
"2094";"MG";3162948;"São José da Barra";75191
"2095";"MG";3162955;"São José da Lapa";71414
"2096";"MG";3163003;"São José da Safira";6309
"2097";"MG";3163102;"São José da Varginha";67471
"2098";"MG";3163201;"São José do Alegre";70253
"2099";"MG";3163300;"São José do Divino";60144
"2100";"MG";3163409;"São José do Goiabal";61321
"2101";"MG";3163508;"São José do Jacuri";60683
"2102";"MG";3163607;"São José do Mantimento";52111
"2103";"MG";3163706;"São Lourenço";68373
"2104";"MG";3163805;"São Miguel do Anta";60738
"2105";"MG";3163904;"São Pedro da União";74068
"2106";"MG";3164001;"São Pedro dos Ferros";63763
"2107";"MG";3164100;"São Pedro do Suaçuí";54192
"2108";"MG";3164209;"São Romão";61479
"2109";"MG";3164308;"São Roque de Minas";75933
"2110";"MG";3164407;"São Sebastião da Bela Vista";75594
"2111";"MG";3164431;"São Sebastião da Vargem Alegre";69721
"2112";"MG";3164472;"São Sebastião do Anta";63505
"2113";"MG";3164506;"São Sebastião do Maranhão";56289
"2114";"MG";3164605;"São Sebastião do Oeste";75112
"2115";"MG";3164704;"São Sebastião do Paraíso";73806
"2116";"MG";3164803;"São Sebastião do Rio Preto";64605
"2117";"MG";3164902;"São Sebastião do Rio Verde";69519
"2118";"MG";3165008;"São Tiago";73514
"2119";"MG";3165107;"São Tomás de Aquino";77401
"2120";"MG";3165206;"São Thomé das Letras";72164
"2121";"MG";3165305;"São Vicente de Minas";6837
"2122";"MG";3165404;"Sapucaí-Mirim";71989
"2123";"MG";3165503;"Sardoá";60496
"2124";"MG";3165537;"Sarzedo";74804
"2125";"MG";3165552;"Setubinha";65798
"2126";"MG";3165560;"Sem-Peixe";53867
"2127";"MG";3165578;"Senador Amaral";60022
"2128";"MG";3165602;"Senador Cortes";6815
"2129";"MG";3165701;"Senador Firmino";60961
"2130";"MG";3165800;"Senador José Bento";73568
"2131";"MG";3165909;"Senador Modestino Gonçalves";43399
"2132";"MG";3166006;"Senhora de Oliveira";61425
"2133";"MG";3166105;"Senhora do Porto";56314
"2134";"MG";3166204;"Senhora dos Remédios";54124
"2135";"MG";3166303;"Sericita";6485
"2136";"MG";3166402;"Seritinga";67464
"2137";"MG";3166501;"Serra Azul de Minas";67502
"2138";"MG";3166600;"Serra da Saudade";73566
"2139";"MG";3166709;"Serra dos Aimorés";66627
"2140";"MG";3166808;"Serra do Salitre";77499
"2141";"MG";3166907;"Serrania";79497
"2142";"MG";3166956;"Serranópolis de Minas";55973
"2143";"MG";3167004;"Serranos";67571
"2144";"MG";3167103;"Serro";61276
"2145";"MG";3167202;"Sete Lagoas";70685
"2146";"MG";3167301;"Silveirânia";67287
"2147";"MG";3167400;"Silvianópolis";73159
"2148";"MG";3167509;"Simão Pereira";68429
"2149";"MG";3167608;"Simonésia";57544
"2150";"MG";3167707;"Sobrália";54128
"2151";"MG";3167806;"Soledade de Minas";71548
"2152";"MG";3167905;"Tabuleiro";6554
"2153";"MG";3168002;"Taiobeiras";66682
"2154";"MG";3168051;"Taparuba";63412
"2155";"MG";3168101;"Tapira";7161
"2156";"MG";3168200;"Tapiraí";70602
"2157";"MG";3168309;"Taquaraçu de Minas";64685
"2158";"MG";3168408;"Tarumirim";53602
"2159";"MG";3168507;"Teixeiras";63821
"2160";"MG";3168606;"Teófilo Otoni";6715
"2161";"MG";3168705;"Timóteo";58445
"2162";"MG";3168804;"Tiradentes";73262
"2163";"MG";3168903;"Tiros";71516
"2164";"MG";3169000;"Tocantins";72076
"2165";"MG";3169059;"Tocos do Moji";75088
"2166";"MG";3169109;"Toledo";71716
"2167";"MG";3169208;"Tombos";66394
"2168";"MG";3169307;"Três Corações";73121
"2169";"MG";3169356;"Três Marias";70793
"2170";"MG";3169406;"Três Pontas";74387
"2171";"MG";3169505;"Tumiritinga";62922
"2172";"MG";3169604;"Tupaciguara";69516
"2173";"MG";3169703;"Turmalina";5763
"2174";"MG";3169802;"Turvolândia";73007
"2175";"MG";3169901;"Ubá";72331
"2176";"MG";3170008;"Ubaí";52016
"2177";"MG";3170057;"Ubaporanga";64425
"2178";"MG";3170107;"Uberaba";72715
"2179";"MG";3170206;"Uberlândia";77277
"2180";"MG";3170305;"Umburatiba";636
"2181";"MG";3170404;"Unaí";77711
"2182";"MG";3170438;"União de Minas";73811
"2183";"MG";3170479;"Uruana de Minas";57558
"2184";"MG";3170503;"Urucânia";71401
"2185";"MG";3170529;"Urucuia";4918
"2186";"MG";3170578;"Vargem Alegre";54817
"2187";"MG";3170602;"Vargem Bonita";71754
"2188";"MG";3170651;"Vargem Grande do Rio Pardo";61309
"2189";"MG";3170701;"Varginha";75463
"2190";"MG";3170750;"Varjão de Minas";78358
"2191";"MG";3170800;"Várzea da Palma";69241
"2192";"MG";3170909;"Varzelândia";41076
"2193";"MG";3171006;"Vazante";68778
"2194";"MG";3171030;"Verdelândia";53767
"2195";"MG";3171071;"Veredinha";50857
"2196";"MG";3171105;"Veríssimo";73692
"2197";"MG";3171154;"Vermelho Novo";61546
"2198";"MG";3171204;"Vespasiano";70469
"2199";"MG";3171303;"Viçosa";71986
"2200";"MG";3171402;"Vieiras";65131
"2201";"MG";3171501;"Mathias Lobato";60632
"2202";"MG";3171600;"Virgem da Lapa";52456
"2203";"MG";3171709;"Virgínia";63369
"2204";"MG";3171808;"Virginópolis";65244
"2205";"MG";3171907;"Virgolândia";48272
"2206";"MG";3172004;"Visconde do Rio Branco";67008
"2207";"MG";3172103;"Volta Grande";68799
"2208";"MG";3172202;"Wenceslau Braz";72505
"2209";"MS";5000203;"Água Clara";83194
"2210";"MS";5000252;"Alcinópolis";7822
"2211";"MS";5000609;"Amambaí";77395
"2212";"MS";5000708;"Anastácio";65229
"2213";"MS";5000807;"Anaurilândia";78826
"2214";"MS";5000856;"Angélica";72945
"2215";"MS";5000906;"Antônio João";6769
"2216";"MS";5001003;"Aparecida do Taboado";69969
"2217";"MS";5001102;"Aquidauana";63575
"2218";"MS";5001243;"Aral Moreira";72422
"2219";"MS";5001508;"Bandeirantes";75853
"2220";"MS";5001904;"Bataguassu";76002
"2221";"MS";5002001;"Batayporã";71793
"2222";"MS";5002100;"Bela Vista";70555
"2223";"MS";5002159;"Bodoquena";67914
"2224";"MS";5002209;"Bonito";77091
"2225";"MS";5002308;"Brasilândia";80764
"2226";"MS";5002407;"Caarapó";71049
"2227";"MS";5002605;"Camapuã";81608
"2228";"MS";5002704;"Campo Grande";76225
"2229";"MS";5002803;"Caracol";7019
"2230";"MS";5002902;"Cassilândia";772
"2231";"MS";5002951;"Chapadão do Sul";88491
"2232";"MS";5003108;"Corguinho";76869
"2233";"MS";5003157;"Coronel Sapucaia";72081
"2234";"MS";5003207;"Corumbá";65366
"2235";"MS";5003256;"Costa Rica";83064
"2236";"MS";5003306;"Coxim";78749
"2237";"MS";5003454;"Deodápolis";68838
"2238";"MS";5003488;"Dois Irmãos do Buriti";59418
"2239";"MS";5003504;"Douradina";69882
"2240";"MS";5003702;"Dourados";73855
"2241";"MS";5003751;"Eldorado";75568
"2242";"MS";5003801;"Fátima do Sul";71978
"2243";"MS";5003900;"Figueirão";NA
"2244";"MS";5004007;"Glória de Dourados";71401
"2245";"MS";5004106;"Guia Lopes da Laguna";69704
"2246";"MS";5004304;"Iguatemi";8099
"2247";"MS";5004403;"Inocência";75948
"2248";"MS";5004502;"Itaporã";72944
"2249";"MS";5004601;"Itaquiraí";75829
"2250";"MS";5004700;"Ivinhema";75616
"2251";"MS";5004809;"Japorã";63571
"2252";"MS";5004908;"Jaraguari";74365
"2253";"MS";5005004;"Jardim";68247
"2254";"MS";5005103;"Jateí";77381
"2255";"MS";5005152;"Juti";69843
"2256";"MS";5005202;"Ladário";62772
"2257";"MS";5005251;"Laguna Carapã";75146
"2258";"MS";5005400;"Maracaju";79916
"2259";"MS";5005608;"Miranda";5797
"2260";"MS";5005681;"Mundo Novo";70447
"2261";"MS";5005707;"Naviraí";78382
"2262";"MS";5005806;"Nioaque";59232
"2263";"MS";5006002;"Nova Alvorada do Sul";79972
"2264";"MS";5006200;"Nova Andradina";77849
"2265";"MS";5006259;"Novo Horizonte do Sul";75306
"2266";"MS";5006275;"Paraíso das Águas";NA
"2267";"MS";5006309;"Paranaíba";6689
"2268";"MS";5006358;"Paranhos";61479
"2269";"MS";5006408;"Pedro Gomes";75613
"2270";"MS";5006606;"Ponta Porã";7356
"2271";"MS";5006903;"Porto Murtinho";66632
"2272";"MS";5007109;"Ribas do Rio Pardo";8236
"2273";"MS";5007208;"Rio Brilhante";74191
"2274";"MS";5007307;"Rio Negro";74665
"2275";"MS";5007406;"Rio Verde de Mato Grosso";79452
"2276";"MS";5007505;"Rochedo";76979
"2277";"MS";5007554;"Santa Rita do Pardo";78357
"2278";"MS";5007695;"São Gabriel do Oeste";83586
"2279";"MS";5007703;"Sete Quedas";79545
"2280";"MS";5007802;"Selvíria";72305
"2281";"MS";5007901;"Sidrolândia";72703
"2282";"MS";5007935;"Sonora";80604
"2283";"MS";5007950;"Tacuru";68739
"2284";"MS";5007976;"Taquarussu";73157
"2285";"MS";5008008;"Terenos";71226
"2286";"MS";5008305;"Três Lagoas";72622
"2287";"MS";5008404;"Vicentina";6695
"2288";"MT";5100102;"Acorizal";61749
"2289";"MT";5100201;"Água Boa";77423
"2290";"MT";5100250;"Alta Floresta";81953
"2291";"MT";5100300;"Alto Araguaia";72135
"2292";"MT";5100359;"Alto Boa Vista";7459
"2293";"MT";5100409;"Alto Garças";70281
"2294";"MT";5100508;"Alto Paraguai";5703
"2295";"MT";5100607;"Alto Taquari";79676
"2296";"MT";5100805;"Apiacás";79966
"2297";"MT";5101001;"Araguaiana";78131
"2298";"MT";5101209;"Araguainha";62183
"2299";"MT";5101258;"Araputanga";76057
"2300";"MT";5101308;"Arenápolis";71795
"2301";"MT";5101407;"Aripuanã";63469
"2302";"MT";5101605;"Barão de Melgaço";62771
"2303";"MT";5101704;"Barra do Bugres";75491
"2304";"MT";5101803;"Barra do Garças";75214
"2305";"MT";5101852;"Bom Jesus do Araguaia";NA
"2306";"MT";5101902;"Brasnorte";79215
"2307";"MT";5102504;"Cáceres";71129
"2308";"MT";5102603;"Campinápolis";57704
"2309";"MT";5102637;"Campo Novo do Parecis";81039
"2310";"MT";5102678;"Campo Verde";81904
"2311";"MT";5102686;"Campos de Júlio";82261
"2312";"MT";5102694;"Canabrava do Norte";58709
"2313";"MT";5102702;"Canarana";764
"2314";"MT";5102793;"Carlinda";71395
"2315";"MT";5102850;"Castanheira";70449
"2316";"MT";5103007;"Chapada dos Guimarães";65453
"2317";"MT";5103056;"Cláudia";80577
"2318";"MT";5103106;"Cocalinho";82361
"2319";"MT";5103205;"Colíder";73817
"2320";"MT";5103254;"Colniza";NA
"2321";"MT";5103304;"Comodoro";61175
"2322";"MT";5103353;"Confresa";7122
"2323";"MT";5103361;"Conquista D'Oeste";NA
"2324";"MT";5103379;"Cotriguaçu";6674
