"";"�..Sigla";"Código";"Munic�.pio";"Renda...rendimentos.do.trabalho..2000."
"2970";"PE";2615300;"Timbaúba";58805
"2971";"PE";2615409;"Toritama";79285
"2972";"PE";2615508;"Tracunhaém";62881
"2973";"PE";2615607;"Trindade";59758
"2974";"PE";2615706;"Triunfo";50976
"2975";"PE";2615805;"Tupanatinga";33203
"2976";"PE";2615904;"Tuparetama";48088
"2977";"PE";2616001;"Venturosa";6123
"2978";"PE";2616100;"Verdejante";49595
"2979";"PE";2616183;"Vertente do Lério";36137
"2980";"PE";2616209;"Vertentes";56476
"2981";"PE";2616308;"Vicência";60582
"2982";"PE";2616407;"Vitória de Santo Antão";63649
"2983";"PE";2616506;"Xexéu";54087
"2984";"PE";2699919;"Muribeca";NA
"2985";"PE";2699929;"Nossa Senhora do Ó de Goyanna";NA
"2986";"PE";2699939;"Cimbres";NA
"2987";"PI";2200053;"Acauã";45047
"2988";"PI";2200103;"Agricolândia";58827
"2989";"PI";2200202;"Água Branca";60299
"2990";"PI";2200251;"Alagoinha do Piauí";56711
"2991";"PI";2200277;"Alegrete do Piauí";65496
"2992";"PI";2200301;"Alto Longá";54993
"2993";"PI";2200400;"Altos";58909
"2994";"PI";2200459;"Alvorada do Gurguéia";70662
"2995";"PI";2200509;"Amarante";58154
"2996";"PI";2200608;"Angical do Piauí";55056
"2997";"PI";2200707;"Anísio de Abreu";67314
"2998";"PI";2200806;"Antônio Almeida";58236
"2999";"PI";2200905;"Aroazes";34542
"3000";"PI";2200954;"Aroeiras de Itaim";NA
"3001";"PI";2201002;"Arraial";5801
"3002";"PI";2201051;"Assunção do Piauí";55411
"3003";"PI";2201101;"Avelino Lopes";66434
"3004";"PI";2201150;"Baixa Grande do Ribeiro";52613
"3005";"PI";2201176;"Barra D'Alcântara";40348
"3006";"PI";2201200;"Barras";70091
"3007";"PI";2201309;"Barreiras do Piauí";63485
"3008";"PI";2201408;"Barro Duro";55719
"3009";"PI";2201507;"Batalha";65662
"3010";"PI";2201556;"Bela Vista do Piauí";44517
"3011";"PI";2201572;"Belém do Piauí";53912
"3012";"PI";2201606;"Beneditinos";55275
"3013";"PI";2201705;"Bertolínia";488
"3014";"PI";2201739;"Betânia do Piauí";48232
"3015";"PI";2201770;"Boa Hora";62509
"3016";"PI";2201804;"Bocaina";47367
"3017";"PI";2201903;"Bom Jesus";70058
"3018";"PI";2201919;"Bom Princípio do Piauí";66762
"3019";"PI";2201929;"Bonfim do Piauí";68802
"3020";"PI";2201945;"Boqueirão do Piauí";52866
"3021";"PI";2201960;"Brasileira";62226
"3022";"PI";2201988;"Brejo do Piauí";6054
"3023";"PI";2202000;"Buriti dos Lopes";63047
"3024";"PI";2202026;"Buriti dos Montes";48938
"3025";"PI";2202059;"Cabeceiras do Piauí";66088
"3026";"PI";2202075;"Cajazeiras do Piauí";52786
"3027";"PI";2202083;"Cajueiro da Praia";58659
"3028";"PI";2202091;"Caldeirão Grande do Piauí";38294
"3029";"PI";2202109;"Campinas do Piauí";51308
"3030";"PI";2202117;"Campo Alegre do Fidalgo";3413
"3031";"PI";2202133;"Campo Grande do Piauí";59654
"3032";"PI";2202174;"Campo Largo do Piauí";66606
"3033";"PI";2202208;"Campo Maior";61692
"3034";"PI";2202251;"Canavieira";52979
"3035";"PI";2202307;"Canto do Buriti";72396
"3036";"PI";2202406;"Capitão de Campos";37334
"3037";"PI";2202455;"Capitão Gervásio Oliveira";39932
"3038";"PI";2202505;"Caracol";50808
"3039";"PI";2202539;"Caraúbas do Piauí";62981
"3040";"PI";2202554;"Caridade do Piauí";5276
"3041";"PI";2202604;"Castelo do Piauí";50431
"3042";"PI";2202653;"Caxingó";52824
"3043";"PI";2202703;"Cocal";56735
"3044";"PI";2202711;"Cocal de Telha";52423
"3045";"PI";2202729;"Cocal dos Alves";6741
"3046";"PI";2202737;"Coivaras";5714
"3047";"PI";2202752;"Colônia do Gurguéia";56416
"3048";"PI";2202778;"Colônia do Piauí";46976
"3049";"PI";2202802;"Conceição do Canindé";57902
"3050";"PI";2202851;"Coronel José Dias";61223
"3051";"PI";2202901;"Corrente";67101
"3052";"PI";2203008;"Cristalândia do Piauí";58826
"3053";"PI";2203107;"Cristino Castro";68877
"3054";"PI";2203206;"Curimatá";50527
"3055";"PI";2203230;"Currais";58497
"3056";"PI";2203255;"Curralinhos";63264
"3057";"PI";2203271;"Curral Novo do Piauí";39416
"3058";"PI";2203305;"Demerval Lobão";57553
"3059";"PI";2203354;"Dirceu Arcoverde";71851
"3060";"PI";2203404;"Dom Expedito Lopes";50215
"3061";"PI";2203420;"Domingos Mourão";36946
"3062";"PI";2203453;"Dom Inocêncio";63745
"3063";"PI";2203503;"Elesbão Veloso";4819
"3064";"PI";2203602;"Eliseu Martins";62373
"3065";"PI";2203701;"Esperantina";71229
"3066";"PI";2203750;"Fartura do Piauí";58064
"3067";"PI";2203800;"Flores do Piauí";58135
"3068";"PI";2203859;"Floresta do Piauí";51166
"3069";"PI";2203909;"Floriano";67378
"3070";"PI";2204006;"Francinópolis";39854
"3071";"PI";2204105;"Francisco Ayres";5297
"3072";"PI";2204154;"Francisco Macedo";51578
"3073";"PI";2204204;"Francisco Santos";64782
"3074";"PI";2204303;"Fronteiras";67021
"3075";"PI";2204352;"Geminiano";4545
"3076";"PI";2204402;"Gilbués";65475
"3077";"PI";2204501;"Guadalupe";58289
"3078";"PI";2204550;"Guaribas";64691
"3079";"PI";2204600;"Hugo Napoleão";63951
"3080";"PI";2204659;"Ilha Grande";66086
"3081";"PI";2204709;"Inhuma";61272
"3082";"PI";2204808;"Ipiranga do Piauí";54552
"3083";"PI";2204907;"Isaías Coelho";42014
"3084";"PI";2205003;"Itainópolis";44269
"3085";"PI";2205102;"Itaueira";68862
"3086";"PI";2205151;"Jacobina do Piauí";44429
"3087";"PI";2205201;"Jaicós";44171
"3088";"PI";2205250;"Jardim do Mulato";36936
"3089";"PI";2205276;"Jatobá do Piauí";62913
"3090";"PI";2205300;"Jerumenha";54478
"3091";"PI";2205359;"João Costa";44393
"3092";"PI";2205409;"Joaquim Pires";69262
"3093";"PI";2205458;"Joca Marques";6517
"3094";"PI";2205508;"José de Freitas";6273
"3095";"PI";2205516;"Juazeiro do Piauí";38895
"3096";"PI";2205524;"Júlio Borges";50063
"3097";"PI";2205532;"Jurema";62059
"3098";"PI";2205540;"Lagoinha do Piauí";60086
"3099";"PI";2205557;"Lagoa Alegre";66227
"3100";"PI";2205565;"Lagoa do Barro do Piauí";35568
"3101";"PI";2205573;"Lagoa de São Francisco";48689
"3102";"PI";2205581;"Lagoa do Piauí";57831
"3103";"PI";2205599;"Lagoa do Sítio";39967
"3104";"PI";2205607;"Landri Sales";48552
"3105";"PI";2205706;"Luís Correia";48262
"3106";"PI";2205805;"Luzilândia";6495
"3107";"PI";2205854;"Madeiro";70367
"3108";"PI";2205904;"Manoel Emídio";6272
"3109";"PI";2205953;"Marcolândia";53725
"3110";"PI";2206001;"Marcos Parente";57801
"3111";"PI";2206050;"Massapê do Piauí";50288
"3112";"PI";2206100;"Matias Olímpio";52765
"3113";"PI";2206209;"Miguel Alves";74603
"3114";"PI";2206308;"Miguel Leão";57859
"3115";"PI";2206357;"Milton Brandão";39471
"3116";"PI";2206407;"Monsenhor Gil";52585
"3117";"PI";2206506;"Monsenhor Hipólito";6491
"3118";"PI";2206605;"Monte Alegre do Piauí";61149
"3119";"PI";2206654;"Morro Cabeça no Tempo";62836
"3120";"PI";2206670;"Morro do Chapéu do Piauí";68948
"3121";"PI";2206696;"Murici dos Portelas";65687
"3122";"PI";2206704;"Nazaré do Piauí";52227
"3123";"PI";2206720;"Nazária";NA
"3124";"PI";2206753;"Nossa Senhora de Nazaré";49161
"3125";"PI";2206803;"Nossa Senhora dos Remédios";67368
"3126";"PI";2206902;"Novo Oriente do Piauí";46069
"3127";"PI";2206951;"Novo Santo Antônio";37281
"3128";"PI";2207009;"Oeiras";63671
"3129";"PI";2207108;"Olho D'Água do Piauí";61425
"3130";"PI";2207207;"Padre Marcos";47868
"3131";"PI";2207306;"Paes Landim";52537
"3132";"PI";2207355;"Pajeú do Piauí";66899
"3133";"PI";2207405;"Palmeira do Piauí";68373
"3134";"PI";2207504;"Palmeirais";45397
"3135";"PI";2207553;"Paquetá";51472
"3136";"PI";2207603;"Parnaguá";65765
"3137";"PI";2207702;"Parnaíba";65732
"3138";"PI";2207751;"Passagem Franca do Piauí";61439
"3139";"PI";2207777;"Patos do Piauí";38688
"3140";"PI";2207793;"Pau D'Arco do Piauí";NA
"3141";"PI";2207801;"Paulistana";38916
"3142";"PI";2207850;"Pavussu";6092
"3143";"PI";2207900;"Pedro II";52501
"3144";"PI";2207934;"Pedro Laurentino";41531
"3145";"PI";2207959;"Nova Santa Rita";41866
"3146";"PI";2208007;"Picos";67759
"3147";"PI";2208106;"Pimenteiras";43229
"3148";"PI";2208205;"Pio IX";6725
"3149";"PI";2208304;"Piracuruca";52384
"3150";"PI";2208403;"Piripiri";59844
"3151";"PI";2208502;"Porto";65398
"3152";"PI";2208551;"Porto Alegre do Piauí";54869
"3153";"PI";2208601;"Prata do Piauí";52244
"3154";"PI";2208650;"Queimada Nova";52919
"3155";"PI";2208700;"Redenção do Gurguéia";63111
"3156";"PI";2208809;"Regeneração";49304
"3157";"PI";2208858;"Riacho Frio";67532
"3158";"PI";2208874;"Ribeira do Piauí";37595
"3159";"PI";2208908;"Ribeiro Gonçalves";63136
"3160";"PI";2209005;"Rio Grande do Piauí";63359
"3161";"PI";2209104;"Santa Cruz do Piauí";53261
"3162";"PI";2209153;"Santa Cruz dos Milagres";36949
"3163";"PI";2209203;"Santa Filomena";67795
"3164";"PI";2209302;"Santa Luz";73162
"3165";"PI";2209351;"Santana do Piauí";45151
"3166";"PI";2209377;"Santa Rosa do Piauí";45147
"3167";"PI";2209401;"Santo Antônio de Lisboa";63192
"3168";"PI";2209450;"Santo Antônio dos Milagres";58879
"3169";"PI";2209500;"Santo Inácio do Piauí";58905
"3170";"PI";2209559;"São Braz do Piauí";67941
"3171";"PI";2209609;"São Félix do Piauí";55487
"3172";"PI";2209658;"São Francisco de Assis do Piauí";53298
"3173";"PI";2209708;"São Francisco do Piauí";42558
"3174";"PI";2209757;"São Gonçalo do Gurguéia";63067
"3175";"PI";2209807;"São Gonçalo do Piauí";62068
"3176";"PI";2209856;"São João da Canabrava";41579
"3177";"PI";2209872;"São João da Fronteira";44986
"3178";"PI";2209906;"São João da Serra";4926
"3179";"PI";2209955;"São João da Varjota";47122
"3180";"PI";2209971;"São João do Arraial";61873
"3181";"PI";2210003;"São João do Piauí";59428
"3182";"PI";2210052;"São José do Divino";57203
"3183";"PI";2210102;"São José do Peixe";56435
"3184";"PI";2210201;"São José do Piauí";32698
"3185";"PI";2210300;"São Julião";52243
"3186";"PI";2210359;"São Lourenço do Piauí";66226
"3187";"PI";2210375;"São Luis do Piauí";35388
"3188";"PI";2210383;"São Miguel da Baixa Grande";53289
"3189";"PI";2210391;"São Miguel do Fidalgo";38595
"3190";"PI";2210409;"São Miguel do Tapuio";55552
"3191";"PI";2210508;"São Pedro do Piauí";65219
"3192";"PI";2210607;"São Raimundo Nonato";79973
"3193";"PI";2210623;"Sebastião Barros";6587
"3194";"PI";2210631;"Sebastião Leal";61653
"3195";"PI";2210656;"Sigefredo Pacheco";63674
"3196";"PI";2210706;"Simões";56641
"3197";"PI";2210805;"Simplício Mendes";65705
"3198";"PI";2210904;"Socorro do Piauí";42342
"3199";"PI";2210938;"Sussuapara";47262
"3200";"PI";2210953;"Tamboril do Piauí";65477
"3201";"PI";2210979;"Tanque do Piauí";54678
"3202";"PI";2211001;"Teresina";72801
"3203";"PI";2211100;"União";67362
"3204";"PI";2211209;"Uruçuí";71621
"3205";"PI";2211308;"Valença do Piauí";5603
"3206";"PI";2211357;"Várzea Branca";56481
"3207";"PI";2211407;"Várzea Grande";53793
"3208";"PI";2211506;"Vera Mendes";43621
"3209";"PI";2211605;"Vila Nova do Piauí";61363
"3210";"PI";2211704;"Wall Ferraz";56869
"3211";"PR";4100103;"Abatiá";71979
"3212";"PR";4100202;"Adrianópolis";53187
"3213";"PR";4100301;"Agudos do Sul";62942
"3214";"PR";4100400;"Almirante Tamandaré";76009
"3215";"PR";4100459;"Altamira do Paraná";64657
"3216";"PR";4100509;"Altônia";71607
"3217";"PR";4100608;"Alto Paraná";77142
"3218";"PR";4100707;"Alto Piquiri";69974
"3219";"PR";4100806;"Alvorada do Sul";72435
"3220";"PR";4100905;"Amaporã";70845
"3221";"PR";4101002;"Ampére";77048
"3222";"PR";4101051;"Anahy";71694
"3223";"PR";4101101;"Andirá";75916
"3224";"PR";4101150;"Ângulo";72658
"3225";"PR";4101200;"Antonina";63579
"3226";"PR";4101309;"Antônio Olinto";68466
"3227";"PR";4101408;"Apucarana";76823
"3228";"PR";4101507;"Arapongas";78388
"3229";"PR";4101606;"Arapoti";74831
"3230";"PR";4101655;"Arapuã";65804
"3231";"PR";4101705;"Araruna";72639
"3232";"PR";4101804;"Araucária";72798
"3233";"PR";4101853;"Ariranha do Ivaí";62268
"3234";"PR";4101903;"Assaí";6922
"3235";"PR";4102000;"Assis Chateaubriand";72828
"3236";"PR";4102109;"Astorga";78949
"3237";"PR";4102208;"Atalaia";75135
"3238";"PR";4102307;"Balsa Nova";7407
"3239";"PR";4102406;"Bandeirantes";75292
"3240";"PR";4102505;"Barbosa Ferraz";60708
"3241";"PR";4102604;"Barracão";77018
"3242";"PR";4102703;"Barra do Jacaré";66737
"3243";"PR";4102752;"Bela Vista da Caroba";74775
"3244";"PR";4102802;"Bela Vista do Paraíso";71784
"3245";"PR";4102901;"Bituruna";74031
"3246";"PR";4103008;"Boa Esperança";69174
"3247";"PR";4103024;"Boa Esperança do Iguaçu";78431
"3248";"PR";4103040;"Boa Ventura de São Roque";68422
"3249";"PR";4103057;"Boa Vista da Aparecida";71839
"3250";"PR";4103107;"Bocaiúva do Sul";7175
"3251";"PR";4103156;"Bom Jesus do Sul";67137
"3252";"PR";4103206;"Bom Sucesso";7659
"3253";"PR";4103222;"Bom Sucesso do Sul";68366
"3254";"PR";4103305;"Borrazópolis";70689
"3255";"PR";4103354;"Braganey";69127
"3256";"PR";4103370;"Brasilândia do Sul";69952
"3257";"PR";4103404;"Cafeara";71918
"3258";"PR";4103453;"Cafelândia";81253
"3259";"PR";4103479;"Cafezal do Sul";73627
"3260";"PR";4103503;"Califórnia";77899
"3261";"PR";4103602;"Cambará";76796
"3262";"PR";4103701;"Cambé";75079
"3263";"PR";4103800;"Cambira";77076
"3264";"PR";4103909;"Campina da Lagoa";67873
"3265";"PR";4103958;"Campina do Simão";68105
"3266";"PR";4104006;"Campina Grande do Sul";74125
"3267";"PR";4104055;"Campo Bonito";72953
"3268";"PR";4104105;"Campo do Tenente";67272
"3269";"PR";4104204;"Campo Largo";70676
"3270";"PR";4104253;"Campo Magro";71141
"3271";"PR";4104303;"Campo Mourão";74014
"3272";"PR";4104402;"Cândido de Abreu";65434
"3273";"PR";4104428;"Candói";67415
"3274";"PR";4104451;"Cantagalo";67025
"3275";"PR";4104501;"Capanema";78981
"3276";"PR";4104600;"Capitão Leônidas Marques";69668
"3277";"PR";4104659;"Carambeí";74603
"3278";"PR";4104709;"Carlópolis";75165
"3279";"PR";4104808;"Cascavel";77052
"3280";"PR";4104907;"Castro";71088
"3281";"PR";4105003;"Catanduvas";64703
"3282";"PR";4105102;"Centenário do Sul";72144
"3283";"PR";4105201;"Cerro Azul";61651
"3284";"PR";4105300;"Céu Azul";74191
"3285";"PR";4105409;"Chopinzinho";70903
"3286";"PR";4105508;"Cianorte";77182
"3287";"PR";4105607;"Cidade Gaúcha";78846
"3288";"PR";4105706;"Clevelândia";67243
"3289";"PR";4105805;"Colombo";77507
"3290";"PR";4105904;"Colorado";78007
"3291";"PR";4106001;"Congonhinhas";67957
"3292";"PR";4106100;"Conselheiro Mairinck";68212
"3293";"PR";4106209;"Contenda";67873
"3294";"PR";4106308;"Corbélia";79168
"3295";"PR";4106407;"Cornélio Procópio";75823
"3296";"PR";4106456;"Coronel Domingos Soares";57907
"3297";"PR";4106506;"Coronel Vivida";72228
"3298";"PR";4106555;"Corumbataí do Sul";64543
"3299";"PR";4106571;"Cruzeiro do Iguaçu";72483
"3300";"PR";4106605;"Cruzeiro do Oeste";69121
"3301";"PR";4106704;"Cruzeiro do Sul";74199
"3302";"PR";4106803;"Cruz Machado";64777
"3303";"PR";4106852;"Cruzmaltina";65157
"3304";"PR";4106902;"Curitiba";73216
"3305";"PR";4107009;"Curiúva";7092
"3306";"PR";4107108;"Diamante do Norte";73904
"3307";"PR";4107124;"Diamante do Sul";6321
"3308";"PR";4107157;"Diamante D'Oeste";69863
"3309";"PR";4107207;"Dois Vizinhos";76212
"3310";"PR";4107256;"Douradina";71591
"3311";"PR";4107306;"Doutor Camargo";69573
"3312";"PR";4107405;"Enéas Marques";77116
"3313";"PR";4107504;"Engenheiro Beltrão";74503
"3314";"PR";4107520;"Esperança Nova";73311
"3315";"PR";4107538;"Entre Rios do Oeste";77064
"3316";"PR";4107546;"Espigão Alto do Iguaçu";66809
"3317";"PR";4107553;"Farol";71218
"3318";"PR";4107603;"Faxinal";73971
"3319";"PR";4107652;"Fazenda Rio Grande";75582
"3320";"PR";4107702;"Fênix";69707
"3321";"PR";4107736;"Fernandes Pinheiro";54939
"3322";"PR";4107751;"Figueira";68496
"3323";"PR";4107801;"Floraí";75232
"3324";"PR";4107850;"Flor da Serra do Sul";76687
"3325";"PR";4107900;"Floresta";76312
"3326";"PR";4108007;"Florestópolis";74778
"3327";"PR";4108106;"Flórida";77725
"3328";"PR";4108205;"Formosa do Oeste";71212
"3329";"PR";4108304;"Foz do Iguaçu";78941
"3330";"PR";4108320;"Francisco Alves";72641
"3331";"PR";4108403;"Francisco Beltrão";77026
"3332";"PR";4108452;"Foz do Jordão";65926
"3333";"PR";4108502;"General Carneiro";77648
"3334";"PR";4108551;"Godoy Moreira";49465
"3335";"PR";4108601;"Goioerê";70186
"3336";"PR";4108650;"Goioxim";6242
"3337";"PR";4108700;"Grandes Rios";66139
"3338";"PR";4108809;"Guaíra";74149
"3339";"PR";4108908;"Guairaçá";72207
"3340";"PR";4108957;"Guamiranga";62261
"3341";"PR";4109005;"Guapirama";72652
"3342";"PR";4109104;"Guaporema";75798
"3343";"PR";4109203;"Guaraci";71757
"3344";"PR";4109302;"Guaraniaçu";70958
"3345";"PR";4109401;"Guarapuava";76336
"3346";"PR";4109500;"Guaraqueçaba";67877
"3347";"PR";4109609;"Guaratuba";71277
"3348";"PR";4109658;"Honório Serpa";61864
"3349";"PR";4109708;"Ibaiti";7465
"3350";"PR";4109757;"Ibema";75446
"3351";"PR";4109807;"Ibiporã";74785
"3352";"PR";4109906;"Icaraíma";68308
"3353";"PR";4110003;"Iguaraçu";73278
"3354";"PR";4110052;"Iguatu";67537
"3355";"PR";4110078;"Imbaú";62251
"3356";"PR";4110102;"Imbituva";73904
"3357";"PR";4110201;"Inácio Martins";69283
"3358";"PR";4110300;"Inajá";73308
"3359";"PR";4110409;"Indianópolis";73715
"3360";"PR";4110508;"Ipiranga";64856
"3361";"PR";4110607;"Iporã";71501
"3362";"PR";4110656;"Iracema do Oeste";66895
"3363";"PR";4110706;"Irati";694
"3364";"PR";4110805;"Iretama";6149
"3365";"PR";4110904;"Itaguajé";71097
"3366";"PR";4110953;"Itaipulândia";65611
"3367";"PR";4111001;"Itambaracá";75239
"3368";"PR";4111100;"Itambé";76787
"3369";"PR";4111209;"Itapejara d'Oeste";73739
"3370";"PR";4111258;"Itaperuçu";64454
"3371";"PR";4111308;"Itaúna do Sul";71168
"3372";"PR";4111407;"Ivaí";68004
"3373";"PR";4111506;"Ivaiporã";63594
"3374";"PR";4111555;"Ivaté";71825
"3375";"PR";4111605;"Ivatuba";73822
"3376";"PR";4111704;"Jaboti";6905
"3377";"PR";4111803;"Jacarezinho";71572
"3378";"PR";4111902;"Jaguapitã";73571
"3379";"PR";4112009;"Jaguariaíva";71655
"3380";"PR";4112108;"Jandaia do Sul";73589
"3381";"PR";4112207;"Janiópolis";65926
"3382";"PR";4112306;"Japira";74732
"3383";"PR";4112405;"Japurá";78431
"3384";"PR";4112504;"Jardim Alegre";58503
"3385";"PR";4112603;"Jardim Olinda";6408
"3386";"PR";4112702;"Jataizinho";74527
"3387";"PR";4112751;"Jesuítas";71458
"3388";"PR";4112801;"Joaquim Távora";70183
"3389";"PR";4112900;"Jundiaí do Sul";71582
"3390";"PR";4112959;"Juranda";74118
"3391";"PR";4113007;"Jussara";79147
"3392";"PR";4113106;"Kaloré";69548
"3393";"PR";4113205;"Lapa";64119
"3394";"PR";4113254;"Laranjal";68248
"3395";"PR";4113304;"Laranjeiras do Sul";65976
"3396";"PR";4113403;"Leópolis";73368
"3397";"PR";4113429;"Lidianópolis";64172
"3398";"PR";4113452;"Lindoeste";74107
"3399";"PR";4113502;"Loanda";709
"3400";"PR";4113601;"Lobato";77403
"3401";"PR";4113700;"Londrina";77298
"3402";"PR";4113734;"Luiziana";71559
"3403";"PR";4113759;"Lunardelli";701
"3404";"PR";4113809;"Lupionópolis";75117
"3405";"PR";4113908;"Mallet";62807
"3406";"PR";4114005;"Mamborê";71676
"3407";"PR";4114104;"Mandaguaçu";7519
"3408";"PR";4114203;"Mandaguari";71571
"3409";"PR";4114302;"Mandirituba";64422
"3410";"PR";4114351;"Manfrinópolis";7375
"3411";"PR";4114401;"Mangueirinha";71714
"3412";"PR";4114500;"Manoel Ribas";70964
"3413";"PR";4114609;"Marechal Cândido Rondon";7715
"3414";"PR";4114708;"Maria Helena";67583
"3415";"PR";4114807;"Marialva";76322
"3416";"PR";4114906;"Marilândia do Sul";76059
"3417";"PR";4115002;"Marilena";6948
"3418";"PR";4115101;"Mariluz";67388
"3419";"PR";4115200;"Maringá";75286
"3420";"PR";4115309;"Mariópolis";71868
"3421";"PR";4115358;"Maripá";79705
"3422";"PR";4115408;"Marmeleiro";77395
"3423";"PR";4115457;"Marquinho";58685
"3424";"PR";4115507;"Marumbi";71482
"3425";"PR";4115606;"Matelândia";78191
"3426";"PR";4115705;"Matinhos";73365
"3427";"PR";4115739;"Mato Rico";58809
"3428";"PR";4115754;"Mauá da Serra";77104
"3429";"PR";4115804;"Medianeira";76853
"3430";"PR";4115853;"Mercedes";79929
"3431";"PR";4115903;"Mirador";70578
"3432";"PR";4116000;"Miraselva";71011
"3433";"PR";4116059;"Missal";72233
"3434";"PR";4116109;"Moreira Sales";72703
"3435";"PR";4116208;"Morretes";68637
"3436";"PR";4116307;"Munhoz de Melo";74561
"3437";"PR";4116406;"Nossa Senhora das Graças";74655
"3438";"PR";4116505;"Nova Aliança do Ivaí";73608
"3439";"PR";4116604;"Nova América da Colina";7491
"3440";"PR";4116703;"Nova Aurora";75843
"3441";"PR";4116802;"Nova Cantu";70049
"3442";"PR";4116901;"Nova Esperança";72074
"3443";"PR";4116950;"Nova Esperança do Sudoeste";79181
"3444";"PR";4117008;"Nova Fátima";73985
"3445";"PR";4117057;"Nova Laranjeiras";5108
"3446";"PR";4117107;"Nova Londrina";74782
"3447";"PR";4117206;"Nova Olímpia";71685
"3448";"PR";4117214;"Nova Santa Bárbara";6622
"3449";"PR";4117222;"Nova Santa Rosa";78974
"3450";"PR";4117255;"Nova Prata do Iguaçu";73919
"3451";"PR";4117271;"Nova Tebas";59293
"3452";"PR";4117297;"Novo Itacolomi";73785
"3453";"PR";4117305;"Ortigueira";57629
"3454";"PR";4117404;"Ourizona";75819
"3455";"PR";4117453;"Ouro Verde do Oeste";71799
"3456";"PR";4117503;"Paiçandu";73975
"3457";"PR";4117602;"Palmas";68358
"3458";"PR";4117701;"Palmeira";67762
"3459";"PR";4117800;"Palmital";7049
"3460";"PR";4117909;"Palotina";8179
"3461";"PR";4118006;"Paraíso do Norte";74614
"3462";"PR";4118105;"Paranacity";74173
"3463";"PR";4118204;"Paranaguá";69443
"3464";"PR";4118303;"Paranapoema";73002
"3465";"PR";4118402;"Paranavaí";74528
"3466";"PR";4118451;"Pato Bragado";7631
"3467";"PR";4118501;"Pato Branco";72694
"3468";"PR";4118600;"Paula Freitas";63034
"3469";"PR";4118709;"Paulo Frontin";61107
"3470";"PR";4118808;"Peabiru";72054
"3471";"PR";4118857;"Perobal";7286
"3472";"PR";4118907;"Pérola";71422
"3473";"PR";4119004;"Pérola d'Oeste";76162
"3474";"PR";4119103;"Piên";72682
"3475";"PR";4119152;"Pinhais";76393
"3476";"PR";4119202;"Pinhalão";77854
"3477";"PR";4119251;"Pinhal de São Bento";66179
"3478";"PR";4119301;"Pinhão";59437
"3479";"PR";4119400;"Piraí do Sul";6946
"3480";"PR";4119509;"Piraquara";73052
"3481";"PR";4119608;"Pitanga";70078
"3482";"PR";4119657;"Pitangueiras";76756
"3483";"PR";4119707;"Planaltina do Paraná";72049
"3484";"PR";4119806;"Planalto";74774
"3485";"PR";4119905;"Ponta Grossa";71037
"3486";"PR";4119954;"Pontal do Paraná";69135
"3487";"PR";4120002;"Porecatu";74125
"3488";"PR";4120101;"Porto Amazonas";67782
"3489";"PR";4120150;"Porto Barreiro";73451
"3490";"PR";4120200;"Porto Rico";71945
"3491";"PR";4120309;"Porto Vitória";67683
"3492";"PR";4120333;"Prado Ferreira";71525
"3493";"PR";4120358;"Pranchita";79059
"3494";"PR";4120408;"Presidente Castelo Branco";77261
"3495";"PR";4120507;"Primeiro de Maio";69678
"3496";"PR";4120606;"Prudentópolis";71729
"3497";"PR";4120655;"Quarto Centenário";67304
"3498";"PR";4120705;"Quatiguá";74932
"3499";"PR";4120804;"Quatro Barras";77392
"3500";"PR";4120853;"Quatro Pontes";80328
"3501";"PR";4120903;"Quedas do Iguaçu";67071
"3502";"PR";4121000;"Querência do Norte";69155
"3503";"PR";4121109;"Quinta do Sol";69987
"3504";"PR";4121208;"Quitandinha";64699
"3505";"PR";4121257;"Ramilândia";69931
"3506";"PR";4121307;"Rancho Alegre";72201
"3507";"PR";4121356;"Rancho Alegre D'Oeste";67536
"3508";"PR";4121406;"Realeza";75286
"3509";"PR";4121505;"Rebouças";63895
"3510";"PR";4121604;"Renascença";78638
"3511";"PR";4121703;"Reserva";60091
"3512";"PR";4121752;"Reserva do Iguaçu";65158
"3513";"PR";4121802;"Ribeirão Claro";73344
"3514";"PR";4121901;"Ribeirão do Pinhal";74038
"3515";"PR";4122008;"Rio Azul";70537
"3516";"PR";4122107;"Rio Bom";72737
"3517";"PR";4122156;"Rio Bonito do Iguaçu";75746
"3518";"PR";4122172;"Rio Branco do Ivaí";63655
"3519";"PR";4122206;"Rio Branco do Sul";65639
"3520";"PR";4122305;"Rio Negro";72132
"3521";"PR";4122404;"Rolândia";77024
"3522";"PR";4122503;"Roncador";6634
"3523";"PR";4122602;"Rondon";76483
"3524";"PR";4122651;"Rosário do Ivaí";62288
"3525";"PR";4122701;"Sabáudia";75725
"3526";"PR";4122800;"Salgado Filho";75319
"3527";"PR";4122909;"Salto do Itararé";69734
"3528";"PR";4123006;"Salto do Lontra";73306
"3529";"PR";4123105;"Santa Amélia";74253
"3530";"PR";4123204;"Santa Cecília do Pavão";68692
"3531";"PR";4123303;"Santa Cruz de Monte Castelo";73009
"3532";"PR";4123402;"Santa Fé";79213
"3533";"PR";4123501;"Santa Helena";76244
"3534";"PR";4123600;"Santa Inês";74572
"3535";"PR";4123709;"Santa Isabel do Ivaí";68235
"3536";"PR";4123808;"Santa Izabel do Oeste";73454
"3537";"PR";4123824;"Santa Lúcia";71049
"3538";"PR";4123857;"Santa Maria do Oeste";71728
"3539";"PR";4123907;"Santa Mariana";74631
"3540";"PR";4123956;"Santa Mônica";70551
