codigo_mun7;ano;mes;medicos_total;medicos_sus;residencia_medica;horas_total;horas_hosp;horas_amb;horas_outras;medicos_mil_habitantes
3150802;2014;8;26;26;0;529;49;480;0;1,457807682
3150802;2014;12;26;26;0;529;49;480;0;1,457807682
3150901;2013;4;4;4;0;90;0;90;0;0,736377025
3150901;2014;2;4;4;0;90;0;90;0;0,733406674
3151107;2010;11;25;24;0;678;0;524;154;2,412196063
3151503;2009;5;46;44;0;1717;24;1182;511;1,411909147
3151503;2014;11;62;59;0;1933;602;1281;50;1,83253037
3151909;2006;1;4;4;0;64;0;40;24;0,45177321
3151909;2014;4;5;5;0;203;62;141;0;0,555926173
3152006;2005;12;17;17;0;808;4;688;116;0,572679805
3152131;2014;1;1;1;0;48;0;48;0;0,238834488
3152204;2008;8;18;18;0;783;0;726;57;0,47522243
3152204;2012;7;23;23;0;739;56;681;2;0,611897414
3152303;2007;6;7;7;0;220;0;212;8;0,672818147
3152303;2010;5;10;10;0;392;0;268;124;0,959969281
3152303;2011;8;9;9;0;288;0;228;60;0,858041758
3152402;2009;6;11;11;0;332;0;258;74;0,721926888
3152501;2013;12;473;343;0;16042;3882;12086;74;3,373198405
3152600;2008;5;8;8;0;188;0;186;2;1,227747084
3152709;2010;8;10;10;0;287;0;269;18;1,191753069
3152709;2013;4;9;9;0;222;46;176;0;1,021914386
3152808;2008;12;31;31;0;1062;34;749;279;1,166597674
3152808;2015;6;45;45;0;1254;309;921;24;1,638210346
3153103;2008;8;6;6;0;182;0;130;52;1,02441523
3153103;2011;6;8;8;0;187;0;138;49;1,451115545
3153103;2015;3;4;4;0;106;13;93;0;0,715051841
3153202;2009;5;7;7;0;200;0;200;0;1,596351197
3153301;2010;2;5;5;0;107;0;104;3;1,689760054
3153509;2010;12;7;7;0;228;4;224;0;0,841548449
3153608;2007;11;15;15;0;372;0;372;0;1,690331305
3153608;2014;3;17;17;0;328;0;328;0;1,652571206
3153707;2010;6;3;3;0;54;0;54;0;0,908265213
3153707;2010;7;3;3;0;54;0;54;0;0,908265213
3153707;2012;6;3;3;0;54;0;54;0;0,896592947
3153806;2006;4;5;5;0;145;0;145;0;2,720348205
3153806;2010;8;4;4;0;90;0;90;0;2,149382053
3153905;2007;10;27;27;0;568;0;551;17;1,815248084
3153905;2010;6;20;17;0;388;0;381;7;1,303611002
3153905;2013;6;34;31;0;615;0;540;75;2,117720336
3154101;2013;5;21;21;0;443;184;259;0;1,97461213
3154200;2014;4;14;14;0;291;85;196;10;1,224954064
3154309;2014;9;32;32;0;878;264;608;6;1,81272305
3154408;2013;12;10;8;0;225;0;220;5;2,045408059
3154408;2014;8;9;7;0;195;0;190;5;1,867219917
3154457;2009;1;7;4;0;224;0;224;0;0,829678796
3154606;2010;8;320;293;0;7022;0;4836;2186;1,07992454
3154705;2008;12;11;11;0;250;0;246;4;2,811860941
3154705;2009;9;11;11;0;250;0;246;4;2,793296089
3154705;2013;8;9;9;0;192;6;186;0;2,255639098
3155009;2006;1;3;3;0;74;0;74;0;1,436781609
3155009;2009;8;4;4;0;92;0;92;0;1,506024096
3155009;2011;8;4;4;0;92;0;92;0;1,615508885
3155108;2007;1;3;3;0;120;0;120;0;0,66830029
3155108;2007;4;4;4;0;160;0;160;0;0,891067053
3155108;2013;11;5;5;0;140;0;140;0;0,937558597
3155207;2006;2;4;4;0;54;0;38;16;0,609942056
3155207;2009;2;7;7;0;234;0;173;61;1,040428062
3155207;2011;6;5;5;0;156;0;136;20;0,832916875
3155504;2014;9;13;13;0;383;72;311;0;1,051439664
3155702;2014;4;11;11;0;322;52;270;0;0,753941056
3155801;2014;1;37;32;0;853;108;745;0;2,070277529
3155900;2006;2;11;11;0;262;0;198;64;2,008398758
3155900;2007;4;11;11;0;262;0;198;64;2,041573868
3155900;2011;5;11;11;0;266;0;208;58;2,073906486
3156106;2009;4;7;7;0;168;0;168;0;1,359487279
3156205;2014;11;5;5;0;120;0;120;0;2,226179875
3156304;2012;10;6;6;0;118;0;118;0;0,845904413
3156403;2012;11;10;8;0;77;0;70;7;2,797202797
3156452;2011;12;6;6;0;140;0;140;0;1,403180543
3156502;2007;5;4;4;0;192;24;168;0;0,481985781
3156502;2008;3;5;5;0;232;0;232;0;0,602409639
3156502;2012;7;4;4;0;131;0;131;0;0,540102619
3156601;2014;12;9;9;0;302;56;226;20;0,873447205
3156700;2010;9;219;200;6;3921;4;2670;1247;1,734392448
3156700;2014;5;217;192;0;5217;1734;3483;0;1,625127314
3156700;2015;2;202;176;0;4500;1454;3046;0;1,503177509
3156809;2009;12;13;13;0;540;0;445;95;0,796275879
3156908;2009;4;38;36;0;1278;265;770;243;1,644167532
3156908;2013;12;36;33;0;1049;153;738;158;1,4271556
3157005;2012;11;40;29;0;1840;674;1166;0;1,011378003
3157203;2013;6;39;37;0;1192;355;825;12;1,317790167
3157302;2011;6;5;5;0;106;0;106;0;1,098901099
3157336;2007;12;8;8;0;200;0;200;0;1,088879815
3157336;2010;5;3;3;0;80;0;80;0;0,381436745
3157336;2011;1;3;3;0;80;0;80;0;0,378405651
3157377;2013;2;3;3;0;93;0;93;0;0,676589986
3157401;2008;7;10;10;0;125;4;121;0;1,875820672
3157500;2015;2;2;2;0;100;0;100;0;0,432713111
3157708;2005;9;8;8;0;304;0;172;132;0,970873786
3157906;2008;8;14;14;0;506;60;382;64;0,951345474
3158003;2007;5;8;8;0;256;48;162;46;0,765916707
3158102;2015;8;3;3;0;130;0;130;0;0,556276655
3158300;2013;10;12;12;0;186;0;186;0;1,626236617
3158300;2015;8;13;13;0;232;0;232;0;1,768948156
3158706;2009;7;5;5;0;76;0;76;0;2,267573696
3158706;2015;6;5;5;0;188;0;188;0;2,083333333
3158805;2009;4;3;3;0;120;0;120;0;0,636132316
3159100;2014;3;5;5;0;76;0;76;0;1,281394157
3159209;2005;11;7;7;0;132;0;77;55;0,753417286
3159209;2006;12;8;8;0;172;0;117;55;0,860863015
3159308;2010;5;13;13;0;257;0;205;52;2,603645103
3159308;2010;9;13;13;0;257;0;205;52;2,603645103
3159308;2013;7;14;14;0;334;88;246;0;2,750491159
3159407;2013;2;6;6;0;114;0;114;0;1,653803749
3159407;2015;1;8;8;0;206;0;206;0;2,225312935
3159506;2011;11;2;2;0;80;0;80;0;0,352795908
3159902;2012;7;47;47;2;1380;700;677;3;2,680812229
3159902;2013;12;54;54;0;1536;686;850;0;2,973240833
3160009;2009;9;6;6;0;113;0;113;0;1,666666667
3160009;2010;3;6;6;0;113;0;113;0;1,695873375
3160207;2015;6;3;3;0;92;0;92;0;0,73295871
3160306;2009;11;7;7;0;216;0;216;0;0,610926863
3160306;2010;6;5;5;0;204;0;204;0;0,42462845
3160454;2005;12;2;2;0;120;0;120;0;0,281690141
3160454;2012;11;4;3;0;139;0;139;0;0,57134695
3160454;2015;6;5;4;0;192;0;192;0;0,685871056
3160504;2007;9;2;2;0;90;0;90;0;1,140901312
3160603;2015;10;4;4;0;87;0;87;0;1,23228589
3160702;2011;5;60;57;0;1838;24;1547;267;1,297437561
3160801;2007;1;6;6;0;178;0;178;0;1,363636364
3160959;2006;6;3;3;0;52;0;52;0;0,517777011
3161007;2013;2;25;25;0;725;192;532;1;1,403626972
3161056;2010;4;5;5;0;91;0;91;0;1,478415139
3161056;2014;1;5;5;0;118;0;118;0;1,443001443
3161205;2007;9;4;4;0;125;0;125;0;0,640409862
3161304;2011;6;4;4;0;112;0;96;16;0,687876182
3161403;2008;7;9;9;0;194;0;194;0;1,58172232
3161700;2009;9;3;3;0;66;0;66;0;0,458295142
3161700;2013;11;4;4;0;160;0;160;0;0,601413321
3161809;2014;2;8;8;0;292;0;292;0;0,697167756
3161908;2008;3;19;19;0;427;0;415;12;1,973615872
3162104;2006;1;20;20;0;698;0;698;0;0,597104045
3162203;2008;9;33;33;0;591;0;435;156;4,636785162
3162203;2015;1;19;19;0;305;71;234;0;2,588203242
3162252;2009;1;3;3;0;96;0;96;0;0,603500302
3162252;2013;4;4;4;0;122;0;122;0;0,823384109
3162302;2007;3;3;3;0;60;0;60;0;1,049685094
3162401;2006;8;15;15;0;630;48;486;96;0,579463803
3162500;2007;3;141;131;0;3630;16;3433;181;1,721233429
3162500;2008;2;168;143;0;5389;0;4922;467;1,978099611
3162500;2011;7;196;183;0;6408;151;4379;1878;2,308108999
3162500;2015;5;282;262;0;7641;1828;5602;211;3,155138848
3162559;2006;9;5;5;0;160;0;160;0;0,497017893
3162575;2006;11;1;1;0;12;0;6;6;0,214822771
3162575;2015;11;2;2;0;80;0;80;0;0,353982301
3162609;2014;9;9;9;0;297;0;297;0;1,135646688
3162658;2007;10;1;1;0;40;0;40;0;0,249812641
3162658;2014;2;4;4;0;104;0;104;0;0,928505107
3162708;2015;4;13;13;0;600;135;465;0;0,552580124
3162807;2010;4;15;15;0;368;0;244;124;0,964444159
3162906;2009;4;49;48;0;989;30;652;307;1,873088685
3162906;2011;12;46;44;0;921;291;600;30;1,828662294
3162906;2013;9;41;39;0;856;264;562;30;1,57003906
3162948;2010;12;27;26;0;403;1;402;0;3,983475952
3162955;2015;7;52;50;0;792;0;792;0;2,336343622
3163003;2009;6;2;2;0;80;0;80;0;0,491521258
3163003;2015;6;4;4;0;96;0;96;0;0,935891437
3163201;2007;10;6;6;0;160;0;160;0;1,53531218
3163201;2010;10;7;7;0;160;0;160;0;1,751751752
3163300;2008;12;3;3;0;52;0;52;0;0,772797527
3163409;2010;3;5;5;0;128;0;128;0;0,88715401
3163508;2014;2;3;3;0;120;0;120;0;0,448967375
3163607;2006;12;1;1;0;40;0;40;0;0,40096231
3163706;2009;4;133;116;0;4824;0;4226;598;3,115629685
3163805;2009;6;9;9;0;264;0;264;0;1,268677756
3163805;2012;4;7;7;0;154;0;154;0;1,032753024
3163904;2006;12;7;7;0;256;0;236;20;1,162404517
3163904;2013;5;5;5;0;127;24;103;0;0,989315394
3164431;2015;7;4;4;0;100;0;100;0;1,345442314
3164431;2015;12;4;4;0;100;0;100;0;1,345442314
3164472;2015;10;6;6;0;100;0;100;0;0,954502068
3164506;2009;5;2;2;0;80;0;80;0;0,165302918
3164605;2007;12;10;10;0;254;0;254;0;1,874062969
3164605;2012;4;12;12;0;267;0;267;0;2,006688963
3164803;2009;6;1;1;0;40;0;40;0;0,575705239
3164803;2014;4;2;2;0;52;0;52;0;1,241464929
3164902;2006;10;7;7;0;57;0;57;0;3,326996198
3164902;2009;1;4;4;0;81;0;81;0;1,745200698
3165008;2006;2;7;7;0;178;0;140;38;0,654756337
3165107;2005;11;16;16;0;301;0;297;4;2,125680882
3165107;2014;4;15;15;0;281;66;215;0;2,069536424
3165305;2006;6;12;11;0;256;0;186;70;1,785182981
3165305;2012;12;15;14;0;299;53;246;0;2,102017937
3165305;2015;12;19;19;0;305;71;234;0;2,515889831
3165404;2010;12;9;9;0;113;0;113;0;1,44207659
3165404;2015;6;8;8;0;118;0;118;0;1,187119751
3165503;2008;3;4;4;0;130;0;130;0;0,738552437
3165503;2013;1;3;3;0;88;0;88;0;0,503609199
3165560;2007;9;3;3;0;56;0;56;0;1,016949153
3165602;2010;9;6;6;0;96;0;96;0;3,018108652
3165800;2006;12;4;4;0;90;0;90;0;1,517450683
3165800;2008;12;5;5;0;110;0;110;0;2,624671916
3165909;2014;11;5;5;0;170;0;170;0;1,105460977
3166006;2007;7;3;3;0;82;0;82;0;0,528634361
3166006;2011;3;4;4;0;122;0;122;0;0,703482237
3166105;2009;5;3;3;0;90;0;90;0;0,825309491
3166105;2011;10;4;4;0;120;0;120;0;1,144492132
3166303;2007;1;2;2;0;48;0;48;0;0,282366229
3166402;2009;12;1;1;0;60;0;60;0;0,550055006
3166501;2009;9;1;1;0;40;0;40;0;0,223264121
3166600;2007;7;2;2;0;45;0;45;0;2,317497103
3166600;2008;2;3;3;0;52;0;52;0;3,374578178
3166709;2011;10;5;5;0;150;0;150;0;0,59311981
3166907;2007;9;12;12;0;230;4;198;28;1,628222524
3166907;2011;5;13;13;0;344;0;297;47;1,722995361
3166907;2015;2;17;17;0;386;55;331;0;2,180605439
3166956;2011;8;3;3;0;100;0;100;0;0,673400673
3166956;2014;12;3;3;0;124;0;120;4;0,640751815
3167004;2012;6;4;4;0;130;40;90;0;2,016129032
3167103;2008;11;18;18;0;539;0;440;99;0,837443007
3167202;2008;6;415;382;0;9683;259;6779;2645;1,871358742
3167301;2009;1;3;3;0;80;0;80;0;1,367989056
3167301;2009;8;3;3;0;80;0;80;0;1,367989056
3167301;2015;2;3;3;0;70;0;70;0;1,314636284
3167400;2008;8;11;11;0;242;0;200;42;1,766217084
3167400;2011;2;13;12;0;236;0;200;36;2,152317881
3168002;2007;4;17;17;0;819;0;727;92;0,571774519
3168002;2008;1;21;21;0;1015;0;885;130;0,677725424
3168101;2006;11;7;7;0;138;0;138;0;1,950404012
3168309;2006;2;8;8;0;117;0;117;0;2,240268832
3168408;2015;10;35;35;0;587;218;369;0;2,385496183
3168507;2007;6;15;15;0;296;0;290;6;1,285897985
3168507;2009;1;16;16;0;201;0;185;16;1,312874374
3168804;2011;5;10;10;0;304;0;304;0;1,417836382
3168804;2014;11;6;6;0;220;0;220;0;0,794596742
3169109;2009;11;19;19;0;208;0;208;0;3,14673733
3169109;2015;1;13;13;0;196;0;196;0;2,112790509
3169208;2009;7;22;22;0;596;46;515;35;2,477198514
3169356;2008;4;24;24;0;982;12;574;396;0,868055556
3169356;2008;12;25;25;0;872;8;558;306;0,904224537
3169406;2008;4;88;82;0;3854;0;3830;24;1,632622771
3169406;2013;12;106;96;0;3441;90;3351;0;1,887598832
3169505;2012;8;4;4;0;136;0;136;0;0,628634292
3169604;2010;11;33;33;0;735;0;634;101;1,364312882
3169604;2013;1;28;28;0;627;92;535;0;1,112391244
3169802;2008;9;8;8;0;188;0;188;0;1,615508885
3169802;2011;2;9;9;0;136;0;136;0;1,918976546
3169802;2011;3;9;9;0;136;0;136;0;1,918976546
3170008;2011;8;7;7;0;297;0;297;0;0,595693983
3170008;2014;2;5;5;0;240;0;240;0;0,405712431
3170057;2008;3;10;10;0;188;0;188;0;0,80070462
3170057;2008;6;10;10;0;188;0;188;0;0,80070462
3170057;2015;2;8;8;0;230;0;230;0;0,637044115
3170107;2015;7;1209;1054;34;48400;21170;25016;2214;3,753189746
3170206;2005;9;1074;748;0;26687;90;23197;3400;1,835075573
3170206;2013;1;1871;1373;189;71104;26024;44874;206;2,893270633
3170305;2005;12;1;1;0;80;0;80;0;0,353857042
3170438;2006;2;11;11;0;214;0;89;125;2,185141041
3170438;2010;6;8;8;0;216;0;129;87;1,810774106
3170503;2008;3;17;17;0;255;0;255;0;1,619201829
3170503;2008;9;15;15;0;261;0;261;0;1,428707496
3170503;2014;1;14;14;0;287;0;287;0;1,322876311
3170529;2006;4;4;4;0;160;0;130;30;0,348250044
3170701;2010;3;323;285;0;12185;19;8117;4049;2,62428807
3170701;2012;8;362;316;0;13003;3781;9171;51;2,891189061
3170750;2013;8;8;8;0;264;0;264;0;1,219884111
3170800;2013;2;41;33;0;1380;258;1122;0;1,082393939
3171006;2011;11;20;19;0;596;0;596;0;1,010917913
3171030;2014;12;6;6;0;184;0;184;0;0,669120107
3171071;2008;6;5;5;0;91;0;91;0;0,836680054
3171071;2009;5;5;5;0;91;0;91;0;0,827129859
3171105;2005;9;3;3;0;80;0;80;0;1,087350489
3171105;2010;11;5;5;0;97;0;97;0;1,435544071
3171105;2011;11;6;6;0;73;0;73;0;1,699716714
3171204;2011;4;227;206;0;5587;0;4441;1146;2,127779236
3171204;2014;8;379;352;0;9062;1057;7971;34;3,253051345
3171303;2005;8;149;122;0;4783;0;4016;767;2,037718303
3171303;2012;6;187;167;0;5936;1412;4443;81;2,550011591
3171600;2006;1;4;4;0;180;0;60;120;0,296625881
3171600;2010;4;6;6;0;292;0;214;78;0,440560981
3171808;2014;8;10;10;0;304;91;207;6;0,924214418
3171907;2009;9;2;2;0;92;0;92;0;0,343701667
3171907;2015;10;4;4;0;184;0;184;0;0,706214689
3172004;2006;12;50;48;0;1415;16;1331;68;1,402013291
3172004;2010;11;59;56;0;1826;20;1434;372;1,555005008
3172004;2012;8;63;55;0;1749;312;1417;20;1,625848409
3172004;2014;4;64;59;0;1822;349;1453;20;1,569473736
3200102;2015;10;53;43;0;1379;241;1108;30;1,633080668
3200102;2015;11;54;44;0;1395;245;1120;30;1,663893511
3200169;2008;3;14;14;0;382;0;382;0;1,151031818
3200300;2009;4;16;16;0;412;0;412;0;1,097017484
3200359;2009;7;5;5;0;144;0;144;0;0,810110175
3200409;2009;5;67;64;0;2284;122;2033;129;3,312567982
3200409;2012;7;82;69;0;2165;57;2078;30;3,331166721
3200508;2012;2;8;8;0;223;66;157;0;1,067093504
3200706;2013;2;20;20;0;478;84;394;0;1,841281532
3200706;2015;4;22;22;0;519;134;385;0;1,967623647
3200904;2013;1;69;57;0;2385;945;1396;44;1,572398706
3201001;2008;2;19;19;0;532;18;508;6;1,44135943
3201100;2011;8;18;17;0;432;0;432;0;1,895734597
3201100;2013;2;17;16;0;408;0;408;0;1,684001981
3201100;2013;4;17;16;0;440;0;440;0;1,684001981
3201100;2014;7;19;18;0;514;0;514;0;1,874506709
3201100;2015;3;15;15;0;410;0;410;0;1,474056604
3201159;2014;5;22;22;0;596;0;596;0;1,730648206
3201209;2010;3;526;389;0;13059;304;8324;4431;2,770039339
3201407;2015;4;56;42;0;1631;375;1228;28;1,480345766
3201506;2010;2;359;235;0;12745;176;7919;4650;3,211435932
3201506;2011;2;376;244;0;13159;56;7927;5176;3,344273377
3201506;2013;7;394;286;0;13043;4975;8068;0;3,264913778
3201605;2012;9;24;24;0;832;228;604;0;0,834927814
3201605;2013;12;25;25;0;798;170;628;0;0,815421247
3201803;2011;10;9;9;0;204;0;204;0;2,003115958
3201803;2013;4;11;11;0;288;0;288;0;2,346416382
3202009;2015;9;7;7;0;149;0;149;0;1,015965167
3202207;2008;6;38;36;0;959;50;885;24;2,356589147
3202256;2007;2;16;16;0;359;0;359;0;1,617795753
3202256;2014;3;12;12;0;310;0;310;0;0,99009901
3202306;2005;9;37;35;0;1074;186;712;176;1,335643636
3202306;2015;12;69;63;0;1393;209;1148;36;2,248655695
3202504;2007;11;26;26;0;504;0;504;0;2,521334368
3202504;2010;3;25;24;0;469;0;469;0;2,236536053
3202553;2013;5;20;20;0;418;0;370;48;2,127659574
3202553;2015;2;16;16;0;342;0;334;8;1,704666525
3202603;2015;6;24;15;0;463;51;404;8;1,740644038
3202900;2011;5;22;21;0;622;0;527;95;2,029707538
3202900;2014;8;21;20;0;490;84;406;0;1,85528757
3203007;2007;6;27;20;0;712;0;530;182;1,057455058
3203007;2010;10;27;22;0;823;0;604;219;0,987997658
3203130;2014;2;58;42;0;613;113;485;15;3,42263661
3203163;2015;4;18;18;0;395;50;340;5;1,573701696
3203205;2005;12;167;165;0;5456;0;4700;756;1,37541386
3203320;2010;5;44;43;0;1167;0;1167;0;1,288810779
3203320;2015;10;49;39;0;1116;8;1108;0;1,29209187
3203346;2014;12;36;30;0;618;0;618;0;2,262727844
3203346;2015;2;29;28;0;556;0;556;0;1,798226577
3203353;2014;4;15;15;0;456;0;456;0;1,227094241
3203502;2006;1;20;20;0;523;0;404;119;1,203369434
3203502;2015;1;30;28;0;665;123;539;3;1,560549313
3203700;2013;12;24;24;0;829;85;721;23;1,257795713
3203700;2015;2;24;23;0;684;85;576;23;1,269236871
3203809;2009;3;16;16;0;590;0;506;84;1,112888642
3203908;2006;11;50;42;0;1192;0;899;293;1,096322933
3203908;2013;10;68;54;0;1887;319;1568;0;1,371963522
3204104;2014;12;41;32;0;979;130;849;0;1,558402068
3204203;2007;10;23;22;0;824;0;824;0;1,415471721
3204252;2012;2;14;14;0;267;0;267;0;1,9751693
3204252;2015;1;13;13;0;213;0;213;0;1,677635824
3204351;2015;8;21;20;0;566;68;480;18;1,094833429
3204401;2005;12;14;14;0;363;0;344;19;1,160381268
3204401;2006;8;13;13;0;353;0;334;19;1,064962726
3204401;2009;4;7;7;0;300;0;300;0;0,611513934
3204401;2011;2;6;6;0;300;0;300;0;0,529614264
3204401;2015;4;13;13;0;424;0;424;0;1,079286011
3204500;2006;10;7;7;0;248;0;219;29;0,520291363
3204559;2008;5;49;44;0;1655;0;1358;297;1,464085096
3204559;2012;10;66;57;0;2005;422;1583;0;1,886145405
3204609;2011;2;68;55;0;1876;34;1168;674;3,102897559
3204807;2011;3;71;71;0;2296;0;1027;1269;6,82561046
3204807;2013;8;64;64;0;2053;1466;587;0;5,825065987
3204955;2009;2;19;19;0;414;0;414;0;1,756494407
3204955;2009;7;18;18;0;388;0;388;0;1,664047333
3204955;2013;3;22;22;0;447;0;447;0;1,806388045
3204955;2013;9;20;20;0;493;0;493;0;1,64217095
3204955;2014;11;18;18;0;401;0;401;0;1,465440039
3205002;2009;9;1221;818;0;28129;569;19543;8017;3,017139129
3205010;2010;2;24;24;0;477;0;477;0;1,006584742
3205036;2008;7;40;40;0;1134;10;962;162;2,158195748
3205036;2010;2;38;38;0;1140;18;910;212;1,986408782
3205036;2015;7;42;40;0;1098;149;949;0;1,98666099
3205069;2013;4;66;59;0;1409;275;1113;21;2,885498186
3205069;2014;8;71;64;0;1426;294;1111;21;3,045511088
3205069;2015;1;72;65;0;1516;313;1182;21;3,032345013
3205101;2005;9;47;47;0;1442;0;1442;0;0,790473948
3205150;2011;7;8;8;0;192;0;192;0;0,919751667
3205150;2013;11;11;11;0;282;0;282;0;1,186367558
3205200;2008;2;1277;792;0;30538;1419;18909;10210;3,133134926
3300209;2005;10;131;115;0;5153;167;3194;1792;1,34082558
3300209;2013;8;371;311;0;11322;4958;6074;290;3,118590498
3300225;2007;9;47;46;0;1145;0;691;454;4,269234263
3300308;2013;5;271;194;0;7280;1687;5107;486;2,815262671
3300456;2006;5;328;304;0;7650;0;5938;1712;0,670753903
3300456;2009;8;532;498;0;13672;52;8840;4780;1,060724483
3300456;2013;8;536;497;0;12505;3162;9283;60;1,122318005
3300506;2008;11;71;70;0;1656;0;857;799;2,709199832
3300605;2011;9;107;93;0;2079;604;1466;9;3,010183987
3300605;2015;12;113;91;0;2049;282;1767;0;3,14203092
3300704;2014;4;633;567;0;19274;6938;11548;788;3,095566445
3300704;2014;11;765;694;0;21431;5921;14844;666;3,741087409
3300902;2006;9;31;31;0;944;0;830;114;2,153076816
3300902;2008;9;36;36;0;841;0;722;119;2,437043054
3300936;2007;12;42;42;0;1013;0;1013;0;3,933689239
3300936;2008;8;50;50;0;1089;0;1089;0;4,28412304
3300936;2008;11;51;51;0;1129;0;1129;0;4,369805501
3300936;2011;3;57;56;0;973;0;925;48;4,161495218
3301009;2005;12;698;590;0;20311;30;12126;8155;1,637682656
3301009;2008;2;919;799;0;33260;124;21282;11854;2,128107929
3301108;2010;2;45;39;0;1422;0;1058;364;2,269288956
3301157;2007;4;28;28;0;498;0;498;0;2,293953793
3301207;2006;2;41;40;0;1167;0;1157;10;2,584142191
3301207;2012;3;54;54;0;1151;287;861;3;3,040882982
3301306;2015;8;133;123;0;3596;1648;1948;0;3,29983873
3301405;2007;10;75;75;0;2168;0;1267;901;3,850300323
3301504;2013;1;70;53;0;1256;186;1070;0;3,355222164
3301504;2013;9;74;57;0;1302;196;1106;0;3,546949144
3301603;2008;10;39;39;0;960;0;639;321;3,595132743
3301603;2009;11;44;44;0;1110;0;753;357;4,040033055
3301702;2014;7;2657;1880;0;58838;16481;42125;232;3,024810964
3301801;2008;6;54;54;0;1338;0;947;391;4,113658871
3301801;2014;7;37;37;0;684;70;610;4;2,727406752
3301850;2011;9;89;85;0;1632;606;1026;0;1,694528007
3301876;2006;7;28;27;0;878;0;878;0;1,38771869
3301900;2007;9;425;358;0;10763;389;6696;3678;1,969489138
3301900;2007;10;427;361;0;10771;389;6704;3678;1,978757322
3301900;2015;9;712;575;0;15599;7350;8038;211;3,109075268
3302007;2009;9;420;346;0;8546;22;6474;2050;3,976030218
3302106;2008;1;50;50;0;1411;0;1122;289;2,220051505
3302254;2011;8;115;103;1;2201;0;1618;583;3,95284089
3302270;2007;5;95;95;0;2181;0;1659;522;1,019346116
3302270;2010;1;161;156;0;3384;0;2354;1030;1,68600511
3302270;2011;4;160;160;0;3447;0;2605;842;1,659251885
3302270;2012;3;148;148;0;3386;858;2528;0;1,520490666
3302403;2014;6;924;778;0;28864;7679;21056;129;4,02396962
3302452;2014;10;31;31;0;632;0;632;0;5,762081784
3302502;2015;8;348;252;0;8079;1351;6724;4;1,482055628
3302700;2010;8;236;195;0;6310;14;4406;1890;1,851546748
3302700;2012;9;253;213;0;6338;2150;4184;4;1,872395853
3302700;2012;11;255;214;0;6358;2130;4224;4;1,887197401
3302858;2006;7;138;132;0;2391;12;2196;183;0,743726826
3302858;2013;7;412;382;0;8886;2478;6388;20;2,420894908
3302858;2015;7;429;399;0;8921;2594;6327;0;2,512430381
3303005;2005;9;33;33;0;1227;0;942;285;1,166077739
3303005;2010;2;58;57;0;1839;0;1166;673;2,16071229
3303203;2008;3;465;307;0;12585;100;8705;3780;2,924436338
3303302;2006;1;2290;1476;0;52368;1143;33126;18099;4,804172287
3303302;2011;4;3430;2033;182;103831;4424;62241;37166;7,004002287
3303302;2015;11;3914;2259;14;112965;40428;68203;4334;7,880071513
3303401;2007;3;369;234;0;7393;12;5044;2337;2,080326538
3303401;2007;11;468;282;0;9525;36;6081;3408;2,638462926
3303401;2010;7;569;387;0;16801;37;11616;5148;3,124965675
3303401;2013;3;579;386;0;17612;5233;12280;99;3,144654088
3303807;2014;2;81;81;0;2195;861;1334;0;2,026773427
3303906;2009;7;1074;945;0;35200;1767;17349;16084;3,408236254
3303906;2012;8;1108;954;0;33277;12908;19319;1050;3,728229562
3304128;2007;1;46;38;0;876;0;645;231;3,823456072
3304144;2011;3;246;203;0;5754;104;4598;1052;1,767393741
3304144;2011;8;236;190;0;5084;64;4263;757;1,695548467
3304151;2012;7;102;100;0;2873;1014;1859;0;4,803616841
3304151;2013;7;101;99;0;2791;918;1873;0;4,631752729
3304300;2013;1;208;191;0;5564;721;4822;21;3,652839732
3304409;2012;6;35;34;0;880;204;676;0;1,98795865
3304508;2010;8;29;29;0;679;0;461;218;3,387454737
3304524;2013;8;367;309;0;7564;4098;3466;0;3,003371632
3304557;2006;4;14412;10366;0;373985;15639;177675;180671;2,34851186
3304557;2009;7;21555;16303;631;733173;41494;357547;334132;3,4840812
3304607;2008;3;27;27;0;978;0;684;294;2,51022685
3304607;2015;11;39;39;0;768;193;575;0;3,814180929
3304706;2008;12;72;65;0;2999;20;1889;1090;1,710498183
3304706;2009;10;68;61;0;2655;30;1695;930;1,603584483
3304706;2013;3;86;74;0;2352;789;1563;0;2,095771902
3304706;2014;3;86;73;0;2322;720;1602;0;2,092050209
3304706;2014;6;86;73;0;2322;720;1602;0;2,092050209
3304755;2013;10;91;77;0;1877;333;1504;40;2,198226925
3304755;2015;11;99;86;0;2241;520;1675;46;2,397616914
3304805;2014;5;57;53;0;1649;642;1002;5;1,511535402
3304904;2012;4;1685;1227;2;44992;13682;31108;202;1,658255653
3305000;2005;8;77;77;0;1538;0;1400;138;2,691460729
3305109;2008;10;517;330;0;10608;634;7898;2076;1,10397195
3305133;2006;11;22;22;0;474;0;474;0;3,265063817
3305307;2009;11;33;33;0;888;0;602;286;3,645603182
3305307;2012;3;29;29;0;690;266;424;0;3,232998885
3305604;2008;5;72;71;0;1882;0;1040;842;3,249390739
3305604;2010;10;65;63;0;1584;0;932;652;3,044639093
3305752;2008;7;35;35;0;850;0;726;124;1,161286041
3305802;2010;8;516;457;0;17977;983;8394;8600;3,151222015
3305901;2007;8;29;29;0;1236;0;768;468;2,987842572
3305901;2014;5;44;44;0;781;166;615;0;4,252029378
